Tax transferee,Amount due,Tax years due,Date,Land use code,Census tract
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS THE NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$1,983.34 ",2011,4/1/2017,106,13121010512
DINKU PROPERTY DEVELOPMENT LLC,"$4,855.59 ",2020,10/1/2022,111,13121011615
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$1,574.43 ","201,420,162,018",12/1/2019,106,13121010512
"InVesta Services of GA as nominee for Fulton Tax Capital IV, LLC","$2,817.29 ",2012,6/1/2015,101,13121010510
"INVESTA SERVICES LLC, CHRISTINA TRUST AS CUSTODIAN","$1,667.23 ","2,011,201,220,132,010",7/1/2015,106,13121010512
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,014.59 ","201,020,112,012,201,000,000,000",2/1/2017,106,13121010512
"Investa Services as as custodian for Granite Tax, LLC;InVesta Services of GA as custodian for Granite Tax, LLC","$1,447.94 ","201,020,112,012",3/1/2015,106,13121010512
"Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust;InVesta Services of GA as custodian for Granite Tax, LLC","$1,539.08 ","201,120,122,013",3/1/2015,106,13121010512
"INVESTA SERVICES, LLC AS SERVICER FOR CHRISTINA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES OF GA CHRISTINA TRUST AS CUSTODIAN","$1,236.51 ","201,220,132,015",8/1/2016,106,13121010512
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$2,398.45 ","2,016,201,720,182,010",8/1/2021,106,13121010512
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$2,608.02 ",2018,11/1/2020,100,13121011616
"InVesta Services, LLC Servicer for Christiana Trst. Custodian for GSRAN-Z, InVesta Services LLC Christina Trust as Custodian, InVesta Services of GA Christina Trust as Custodian","$2,035.53 ","20,112,012,201,320,100,000",6/1/2016,106,13121010512
"Investa Services LLC, Christiana Trust as Custodian ; Investa Services of GA Christina Trust as Custodian","$4,999.55 ","200,920,102,011,201,000,000,000",8/1/2015,106,13121010512
"CYGNUS GA., LLC","$2,074.10 ","201,220,132,014,201,000,000,000",12/1/2019,100,13121010513
,"$37,368.88 ","200,920,102,011",9/1/2016,300,13121007805
INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN,"$1,515.90 ","20,082,009",2/1/2017,106,13121010512
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,206.96 ","201,520,162,017,201,000,000,000",11/1/2021,102,13121011000
,"$3,296.34 ","200,820,092,010",12/1/2015,106,13121010512
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$1,519.66 ","2,014,201,520,162,010",11/1/2019,106,13121010512
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$1,006.33 ","201,320,142,015",10/1/2016,106,13121010512
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,379.10 ","201,520,162,017,201,000,000,000",11/1/2021,101,13121010400
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,507.36 ","20,152,018,201,920,200,000",9/1/2022,106,13121010512
"Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust;InVesta Services of GA as custodian for Granite Tax, LLC","$1,424.71 ","201,120,122,013",3/1/2015,106,13121010512
"CYGNUS GA., LLC","$3,885.63 ","201,220,132,014,201,000,000,000",12/1/2019,100,13121010513
SOUTHERN TAX CAPITAL LLC,"$2,950.80 ",2011,8/1/2017,100,13121010513
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS THE NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$2,629.37 ",2011,4/1/2017,100,13121010513
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$2,688.91 ",2018,3/1/2021,699,13121008400
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN",$944.85 ,"20,132,015",9/1/2017,106,13121010512
,"$8,841.63 ","201,520,162,017,201,000,000,000",3/1/2022,100,13121004800
"Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust","$1,200.49 ","20,122,013",3/1/2015,106,13121010512
"Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust","$1,113.14 ","20,122,013",3/1/2015,106,13121010512
"InVesta Services, LLC Christina Trust as Custodian ; InVesta Services of GA Christina Trust as Custodian","$3,967.71 ","20,132,014",8/1/2015,102,13121008500
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY",$805.06 ,2018,9/1/2022,300,13121007900
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$7,346.80 ",2015,9/1/2022,300,13121011613
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$3,071.50 ","20,142,015",2/1/2017,101,13121008301
Investa Services of GA Christina Trust as Custodian,"$5,025.74 ",2013,9/1/2015,101,13121011612
Investa Services of GA Christina Trust as Custodian,"$2,248.67 ","201,020,112,012",8/1/2015,101,13121011612
INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN,"$7,003.21 ",2013,9/1/2016,101,13121011612
"InVesta Services of GA as nominee for Fulton Tax Capital IV, LC","$6,462.70 ",2012,7/1/2015,101,13121011612
"INVESTA SERVICES LLC CHRISTINA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTINA TRUST AS CUSTODIAN","$15,555.81 ","20,132,014",8/1/2016,301,13121011414
,"$5,217.55 ","20,172,020",2/1/2022,100,13121011414
"1 LARKIN HOLDINGS, LLC","$32,990.01 ","201,120,122,013,201,000,000,000",2/1/2019,100,13121011414
Investa Services of GA Christina Trust as Custodian,"$10,957.41 ",2013,9/1/2015,101,13121011622
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$3,620.64 ",2018,2/1/2021,699,13121011202
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$246,740.00 ","2,015,201,620,172,010,000,000,000,000",8/1/2022,300,13121011622
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$1,323.02 ",2018,3/1/2021,100,13121008301
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$14,414.48 ",2018,10/1/2020,111,13121011622
,"$9,934.38 ","2,010,201,120,122,010",5/1/2017,101,13121007704
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,440.74 ","20,142,015",3/1/2017,101,13121007400
"Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust;InVesta Services of GA as custodian for  Granite Tax, LLC;InVesta Services of GA as custodian for Granite Tax, LLC","$2,857.56 ","20,122,013",3/1/2015,101,13121008202
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$3,393.87 ",2018,10/1/2020,699,13121011202
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$42,404.66 ","201,320,142,015",11/1/2016,101,13121010002
,"$18,341.65 ","201,120,122,013,201,000,000,000",3/1/2018,100,13121011623
"InVesta Services of GA as custodian for Fulton Tax Capital IV, LLC;InVesta Services of GA as nominee for Fulton Tax Capital IV, LC","$14,038.98 ",2012,2/1/2015,101,13121010002
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$11,229.75 ","201,320,142,015",12/1/2016,101,13121011424
"RIAH CAPITAL MANAGEMENT, LLC, AS NOMINEE FOR FGMS FUND V, LP","$9,181.86 ","2,009,201,020,112,010",6/1/2016,101,13121006700
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$1,807.12 ","2,015,201,620,172,010",4/1/2020,100,13121007704
"Vesta Holdings VII, LLC as Nominee for Fulton Tax Capital II, LLC",$488.88 ,2010,9/1/2017,101,13121010206
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$2,333.49 ","2,015,201,620,172,010",4/1/2021,100,13121007704
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$3,610.80 ",2011,8/1/2017,373,13121006000
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$1,406.39 ",2018,2/1/2022,2C1,13121006802
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$6,056.26 ","20,112,012,201,320,100,000",11/1/2016,101,13121007807
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$13,720.64 ","201,120,122,013,201,000,000,000",11/1/2018,100,13121008601
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$4,083.76 ","201,420,152,016",3/1/2018,101,13121007001
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$2,582.14 ","20,142,015",10/1/2016,101,13121008500
"INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$5,086.89 ","2,013,201,420,152,010",3/1/2018,101,13121007807
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,003.46 ","2,015,201,620,172,010",12/1/2019,101,13121007807
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC",$703.61 ,2013,4/1/2020,339,13121007400
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC",$761.90 ,2013,9/1/2020,339,13121007400
RPL MANAGEMENT LLC,"$6,438.57 ","201,420,152,016",8/1/2021,101,13121006000
,"$7,697.69 ","201,320,142,015,201,000,000,000",10/1/2019,100,13121008302
"Investa Services of GA Christiana Trust as Custodian; InVesta Services of GA as Nominee for Fulton Tax Capital IV, LC; Investa Services, LLC as nominee for Fulton Tax Capital III, LLC","$5,467.55 ","201,120,122,013",5/1/2015,101,13121011412
,"$13,713.83 ","201,020,112,012,201,000,000,000",5/1/2017,101,13121006000
"InVesta Services, LLC, Servicer For Christiana Trst. Custodian for GSRAN-Z","$15,975.62 ","20,112,012,201,320,100,000,000,000,000,000",8/1/2019,101,13121008700
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$4,655.15 ","2,012,201,320,142,010",10/1/2016,101,13121008202
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS THE NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$1,823.23 ",2011,4/1/2017,101,13121008202
"INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$4,416.83 ","201,320,142,015",4/1/2017,101,13121007900
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$10,333.28 ","201,120,122,013,201,000,000,000",9/1/2018,101,13121007400
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC",$566.81 ,2011,9/1/2018,106,13121011410
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN","$23,352.12 ","20,142,015",4/1/2017,101,13121011410
,"$23,221.39 ","201,520,162,017,201,000,000,000",11/1/2021,300,13121008301
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$1,942.28 ","2,015,201,620,172,010",9/1/2021,100,13121007704
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$13,621.49 ","201,120,122,013,201,000,000,000",10/1/2018,101,13121008700
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$1,900.99 ","2,015,201,620,172,010",9/1/2020,100,13121007704
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR FGMS FUND V, LP","$11,654.96 ","2,009,201,020,112,010",7/1/2015,101,13121006700
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC","$3,219.48 ","20,132,014",12/1/2017,101,13121006700
"RIAH CAPITAL MANAGEMENT, LLC  AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC","$1,863.28 ",2014,10/1/2017,100,13121007300
,"$12,792.73 ",2020,4/1/2022,300,13121007705
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$6,101.96 ","20,142,015,201,620,100,000",12/1/2019,101,13121008201
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$5,826.35 ","2,012,201,320,142,010",2/1/2017,101,13121008201
,"$9,842.99 ","200,920,102,011,201,000,000,000",8/1/2015,101,13121008201
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC","$2,260.11 ","201,220,132,014",11/1/2019,101,13121007705
"RIAH CAPITAL MANAGEMENT, LLC  AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC",$733.15 ,2011,10/1/2017,188,13121008800
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$3,738.66 ","201,520,162,018",11/1/2019,106,13121010120
"INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$4,320.99 ","201,320,182,019",11/1/2020,101,13121008700
INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN,"$1,634.59 ",2013,9/1/2017,799,13121006200
,"$10,449.07 ","20,102,011,201,220,100,000",2/1/2016,101,13121007300
"INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA AS NOMINEE FOR GSRAN LLC","$46,227.45 ","2,012,201,320,142,010",4/1/2016,399,13121008800
INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN; INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN,"$5,139.27 ","20,132,014",4/1/2017,101,13121010601
INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN,"$2,007.84 ",2013,2/1/2018,799,13121006200
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$4,133.72 ","201,320,142,015,201,000,000,000",11/1/2020,101,13121008201
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODAIN FOR GSRAN-Z","$4,439.14 ","201,320,142,015,201,000,000,000",3/1/2021,101,13121008201
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$11,585.26 ",2011,12/1/2016,399,13121008800
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC",$943.28 ,2013,9/1/2015,100,13121009801
,"$23,061.41 ","2,008,200,920,102,010,000,000,000,000",6/1/2015,109,13121009200
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$22,598.27 ","20,152,016,201,720,100,000",9/1/2022,106,13121005200
"In Vesta Services as custodian for Granite Tax, LLC;Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust;InVesta Services of GA as custodian for Granite Tax, LLC","$2,608.31 ","201,120,122,013",3/1/2015,101,13121011303
"INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA AS CUSTODIAN FOR GRANITE TAX LLC","$3,693.68 ","2,012,201,320,142,010",8/1/2016,101,13121011303
"RIAH CAPITAL MGMT, LLC AS CUST. FOR JUNO TAX RECEIVABLES LLC","$3,767.99 ",2014,9/1/2017,353,13121011303
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$50,646.84 ","201,320,142,015",11/1/2016,351,13121000200
,"$62,579.07 ","201,120,122,013,201,000,000,000",11/1/2018,300,13121007705
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$12,381.23 ","20,172,018",9/1/2020,300,13121007705
NATHANIEL SCOTT DBA LEGAL LAND DEVELOPMENT,"$1,474.35 ","20,152,016",8/1/2020,100,13121006200
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$4,667.21 ",2013,8/1/2017,355,13121007705
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$12,974.01 ","201,320,142,015",11/1/2016,101,13121011626
"Plymouth Park Tax Services, LLC","$4,240.37 ","20,072,008",3/1/2015,101,13121008700
,"$12,803.70 ","201,520,162,017,201,000,000,000",12/1/2021,100,13121008800
INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN,"$5,199.21 ","201,220,132,014",11/1/2016,102,13121008700
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z; INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$11,912.85 ","2,012,201,320,142,010",2/1/2017,103,13121006900
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC","$2,228.46 ",2014,3/1/2017,103,13121006900
,"$18,572.80 ","200,920,102,011,201,000,000,000",2/1/2016,106,13121010212
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC","$2,350.47 ",2013,10/1/2016,103,13121006900
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$4,014.47 ",2018,10/1/2020,188,13121010114
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$1,876.20 ","201,520,162,018",9/1/2020,100,13121010304
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$2,279.68 ","2,015,201,820,192,020",8/1/2022,106,13121009403
"InVesta Services, LLC, Servicer For Christiana Trst. Custodian for GSRAN-Z","$5,199.11 ","201,220,132,014,201,000,000,000",8/1/2019,101,13121008302
,"$17,230.82 ","2,009,201,020,112,010,000,000,000,000",12/1/2016,101,13121007604
"Investa Services as as custodian for Granite Tax, LLC;Investa Services as Custodian for Christiana Trust;InVesta Services of GA as custodian for Fulton Tax Capital IV, LLC","$2,015.97 ","20,122,013",4/1/2015,106,13121009403
INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN,"$1,491.96 ",2014,8/1/2017,106,13121009403
RIAH CAPITAL MANAGEMENT LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC,"$1,996.30 ",2011,10/1/2017,106,13121010106
"PALMETTO COLLECTIONS, LLC SUBSEQUENTLY TRANSFERRED TO RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC","$1,225.19 ",2011,9/1/2017,101,13121008301
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z, INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$4,443.91 ","201,320,142,015",11/1/2016,106,13121010106
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAM FOR GSRAN-Z","$11,423.62 ","201,120,122,013,201,000,000,000",10/1/2018,101,13121007604
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC",$709.31 ,2014,11/1/2019,100,13121006900
INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z,"$16,708.33 ","20,112,012,201,320,100,000",4/1/2016,100,13121010001
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$8,302.02 ",2011,10/1/2016,355,13121007705
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$9,650.80 ",2011,10/1/2016,101,13121010001
RIAH CAPITAL MANAGEMENT LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC,"$21,191.71 ",2011,9/1/2016,355,13121007705
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC","$1,025.41 ",2013,11/1/2015,101,13121007001
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$3,511.70 ","200,920,102,011",9/1/2015,101,13121010516
"TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$5,833.56 ","20,102,011",5/1/2016,101,13121006700
"RIAH CAPITAL MANAGEMENT, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC SUBSEQUENTLY TRANSFERRED TO TAX PORTFOLIO SERVICES, LLC AS NOMINEE FOR SOUTHERN TAX CAPITAL LLC","$6,403.21 ",2009,9/1/2015,101,13121010516
"RIAH CAPITAL MANAGEMENT, LLC  AS CUSTODIAN FOR JUNO TAX RECEIVABLES LLC",$704.81 ,2013,12/1/2015,101,13121007602
,"$5,895.99 ","2,013,201,420,152,010",6/1/2019,100,13121007300
,"$81,993.36 ","201,120,122,013,201,000,000,000",10/1/2018,300,13121007300
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$3,478.53 ",2018,10/1/2020,100,13121011405
"GEORGIA TAX PAYMENTS, LLC","$3,701.45 ","20,112,012,201,320,100,000",4/1/2018,100,13121011417
,"$59,531.31 ","20,122,013,201,420,100,000",2/1/2019,300,13121007300
"RIAH CAPITAL MANAGEMENT, LLC AS CUSTODIAN FOR JUNO TAX RECEIVABLE LLC","$1,431.59 ","20,132,014",4/1/2020,101,13121007602
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$2,839.46 ","201,620,172,018",4/1/2020,100,13121007602
"FIG AS CUSTODIAN FOR FIG GA13, LLC AND SECURED PARTY","$2,969.47 ","201,620,172,018",9/1/2020,100,13121007602
"INVESTA SERVICES, LLC SERVICER FOR CHRISTIANA TRST. CUSTODAIN FOR GSRAN-Z","$7,938.22 ","2,013,201,420,152,010,000,000,000,000",2/1/2021,100,13121005502
Investa Services as Custodian for Christiana Trust,"$2,415.66 ","20,122,013",4/1/2015,101,13121002600
"Elite Capital Investments, LLC.","$16,224.57 ","2,012,201,320,142,010,000,000,000,000",10/1/2019,100,13121008601
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES OF GA CHRISTIANA TRUST AS CUSTODIAN","$2,667.37 ","20,132,014",9/1/2016,101,13121007602
"INVESTA SERVICES LLC CHRISTIANA TRUST AS CUSTODIAN, INVESTA SERVICES LLC SERVICER FOR CHRISTIANA TRST. CUSTODIAN FOR GSRAN-Z","$12,868.75 ","20,142,015",3/1/2017,106,13121001900
